# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
351.0; 53.356; -3.8; 7.2; 233.2; -3.8; 11.7; 354.5; 21.6; 62.2; 280.7; 21.6; 88.9; 401.9
354.0; 53.846; -3.7; -59.8; 297.5; -3.7; -45.9; 287.4; 32.7; 45.3; 347.8; 32.7; 44.7; 337.6
357.0; 54.337; -3.7; -148.6; 354.4; -3.7; -71.9; 227.7; 43.6; 22.0; 407.4; 43.6; 15.7; 280.8
360.0; 54.814; -3.7; -224.8; 395.9; -3.7; -76.3; 184.6; 50.2; -3.5; 450.6; 50.2; -2.0; 239.3
363.0; 55.252; -3.7; -264.7; 422.8; -3.7; -69.7; 158.1; 48.6; -34.6; 477.1; 48.6; -16.2; 212.4
366.0; 55.649; -3.7; -257.5; 439.4; -3.7; -56.7; 144.6; 36.1; -78.9; 490.6; 36.1; -33.2; 195.7
369.0; 56.054; -3.7; -221.1; 457.7; -3.7; -44.0; 131.3; 16.6; -146.5; 503.9; 16.6; -54.1; 177.5
372.0; 56.509; -3.7; -157.0; 461.4; -3.7; -38.2; 130.0; 6.9; -200.8; 505.1; 6.9; -71.2; 173.8
375.0; 57.005; -39.3; 5.9; 351.8; -39.3; 4.0; 236.2; 56.1; -99.9; 399.0; 56.1; -71.3; 283.4
378.0; 57.489; -3.7; 89.7; 240.7; -3.7; 144.4; 341.2; 44.4; -38.9; 294.0; 44.4; -51.0; 394.4
381.0; 57.918; -3.7; 107.8; 180.4; -3.7; 278.0; 396.9; 62.5; -24.7; 238.2; 62.5; -45.2; 454.7
384.0; 58.302; -3.7; 98.9; 140.0; -3.7; 360.2; 435.3; 70.5; -6.9; 199.9; 70.5; -16.2; 495.1
387.0; 58.685; -3.7; 81.6; 118.5; -3.7; 386.2; 457.0; 69.8; 9.2; 178.2; 69.8; 25.0; 516.7
390.0; 59.103; -3.7; 63.0; 111.0; -3.7; 368.1; 467.3; 58.6; 24.3; 167.8; 58.6; 70.8; 524.2
393.0; 59.567; -3.7; 47.4; 106.1; -3.7; 330.3; 477.4; 38.0; 39.5; 157.7; 38.0; 124.3; 529.1
396.0; 60.069; -3.7; 39.8; 96.9; -3.7; 296.4; 491.1; 20.5; 50.8; 144.1; 20.5; 179.5; 538.3
399.0; 60.571; -41.2; 45.2; 111.7; -41.2; 248.7; 478.1; 50.7; 57.9; 157.0; 50.7; 184.5; 523.5
402.0; 61.057; -41.4; 48.5; 150.2; -41.4; 168.5; 439.8; 50.2; 59.6; 195.3; 50.2; 143.3; 485.0
405.0; 61.536; -40.9; 44.2; 189.4; -40.9; 102.8; 400.1; 51.7; 54.6; 235.1; 51.7; 101.4; 445.7
408.0; 62.015; -40.3; 32.9; 226.0; -40.3; 55.2; 363.0; 53.2; 43.4; 272.2; 53.2; 64.4; 409.2
411.0; 62.496; -40.0; 18.8; 254.7; -40.0; 24.9; 334.0; 54.2; 30.5; 301.2; 54.2; 38.3; 380.5
414.0; 62.977; -3.9; 5.8; 276.1; -3.9; 6.6; 312.3; 18.7; 18.2; 322.8; 18.7; 20.2; 359.0
417.0; 63.458; -3.8; -3.7; 290.8; -3.8; -3.5; 297.6; 18.7; 8.2; 337.6; 18.7; 8.4; 344.3
420.0; 63.938; -3.8; -9.6; 300.0; -3.8; -8.8; 288.4; 18.7; 1.0; 346.7; 18.7; 1.0; 335.2
423.0; 64.418; -3.9; -12.4; 304.9; -3.9; -11.0; 283.6; 18.7; -3.4; 351.5; 18.7; -3.2; 330.3
426.0; 64.898; -4.0; -13.1; 306.8; -4.0; -11.5; 281.7; 18.8; -5.6; 353.5; 18.8; -5.2; 328.4
429.0; 65.377; -5.0; -12.6; 306.9; -5.0; -11.1; 281.6; 19.8; -6.3; 353.6; 19.8; -5.9; 328.2
432.0; 65.857; -19.7; -11.8; 306.2; -19.7; -10.5; 282.3; 34.4; -6.2; 352.9; 34.4; -5.8; 328.9
